date,store_nbr,family,sales,prediction_nb11,weighted_abs_error_nb11
2017-07-29,12,30,417.418,411.7639,2360.1231138000117
2017-07-26,40,10,166.0,151.81569,2354.595460000002
2017-08-05,47,15,97.0,72.736565,2353.553195
2017-07-19,10,18,161.0,146.38345,2353.2645499999985
2017-07-29,14,29,113.0,92.17829,2352.8532299999997
2017-08-11,52,20,78.0,47.86606,2350.44732
2017-08-04,3,24,1386.923,1385.2292,2349.170177400014
2017-08-05,50,10,153.0,137.6516,2348.3052
2017-07-26,22,22,84.0,56.094967,2344.0227720000003
2017-08-01,15,18,301.0,293.21558,2343.1104200000036
2017-07-27,26,22,58.0,17.633274,2341.270108
2017-08-02,40,24,154.651,139.5253,2339.2046307000037
2017-08-02,15,28,133.035,115.45719,2338.46395335
2017-08-01,30,28,121.682,102.46748,2338.061222640001
2017-08-14,40,10,262.0,253.0792,2337.2496000000037
2017-07-30,48,13,104.0,81.5289,2336.9944000000005
2017-07-31,52,29,148.102,132.32967,2335.913617660002
2017-08-15,27,29,89.543,63.460823,2335.476375111001
2017-07-31,37,9,184.725,172.10504,2331.222110999998
2017-07-21,14,15,55.0,12.630528,2330.32096
2017-08-02,26,18,122.0,102.903275,2329.8004500000006
2017-07-20,14,29,104.0,81.61779,2327.74984
2017-08-07,13,10,105.0,82.83124,2327.7198000000008
2017-08-03,10,18,180.0,167.06995,2327.4089999999987
2017-07-30,37,11,98.866,75.33385,2326.5295419
2017-08-07,7,15,62.0,24.478125,2326.3562500000003
2017-08-09,44,21,64.0,27.694565,2323.54784
2017-08-01,37,9,198.083,186.38313,2317.545349210001
2017-07-27,22,13,54.0,11.085998,2317.356108
2017-07-31,38,29,102.699,80.159546,2314.7793863459992
2017-08-10,54,25,151.0,135.67508,2314.062919999999
2017-08-08,19,22,63.0,26.294008,2312.4774959999995
2017-08-11,26,5,214.0,203.19606,2312.0431600000024
2017-08-10,1,25,183.0,170.3685,2311.5644999999977
2017-08-15,18,25,157.0,142.27829,2311.3084700000004
2017-07-20,29,28,174.77701,161.55591,2310.7443269109963
2017-08-06,14,10,68.0,34.046265,2308.8539800000003
2017-07-26,29,28,175.363,162.19977,2308.3435024899995
2017-08-05,20,15,61.0,23.160072,2308.235608
2017-07-31,49,13,94.0,69.44694,2307.9876400000003
2017-08-13,51,22,164.0,149.9277,2307.857200000002
2017-08-10,7,29,124.843,106.36009,2307.4619331300005
2017-07-22,11,13,62.0,24.788977,2307.0834259999997
2017-08-09,2,22,90.0,64.369965,2306.7031500000007
2017-08-09,51,24,579.05,575.06775,2305.9218624999467
2017-07-24,29,11,84.595,57.353275,2304.5137263750003
2017-07-22,20,11,164.739,150.76149,2302.6410198899994
2017-08-10,16,25,124.0,105.4439,2300.9564
2017-07-24,3,10,472.0,467.1301,2298.592799999987
2017-07-28,43,11,84.0,56.638866,2298.335256
2017-07-20,2,29,105.94,84.24653,2298.206211799999
2017-08-04,49,32,120.781006,101.778275,2295.1689669273874
2017-07-25,7,8,1186.0,1184.0659,2293.8425999999336
2017-07-28,4,11,121.655,102.811165,2292.446746925
2017-07-20,45,31,50.0,4.190312,2290.4844000000003
2017-08-14,37,10,120.0,100.92605,2288.874
2017-08-10,20,22,77.0,47.28762,2287.8532600000003
2017-07-23,4,22,107.0,85.62074,2287.58082
2017-07-29,2,16,60.0,21.881777,2287.0933800000003
2017-08-02,50,10,116.0,96.304276,2284.7039839999998
2017-08-15,32,24,95.489,71.61717,2279.4971748700004
2017-08-15,2,10,154.0,139.20308,2278.72568
2017-08-03,34,11,82.0,54.274437,2273.496166
2017-07-27,7,25,209.0,198.12234,2273.4309399999984
2017-08-08,36,11,83.0,55.6272,2271.9424
2017-07-19,20,5,419.0,413.58698,2268.055380000007
2017-08-09,39,11,85.0,58.337135,2266.3435249999998
2017-08-15,20,5,437.0,431.81464,2266.0023200000014
2017-07-30,23,25,215.0,204.46162,2265.7516999999975
2017-08-12,16,10,132.0,114.843506,2264.657207999999
2017-07-19,38,11,121.77,103.175186,2264.29050078
2017-08-12,54,28,91.671,66.980896,2263.3665237840005
2017-07-22,10,9,227.0,217.03078,2263.0129400000014
2017-08-11,31,22,64.0,28.661043,2261.693248
2017-08-08,47,22,149.0,133.8277,2260.672700000001
2017-08-15,32,25,90.0,64.88345,2260.4895
2017-07-23,23,5,265.568,257.07614,2255.166276479993
2017-07-26,11,13,62.0,25.663029,2252.892202
2017-07-29,45,32,110.613,90.24862,2252.5651649399997
2017-08-11,30,9,141.0,125.03147,2251.56273
2017-08-09,4,28,312.375,305.17072,2250.436964999995
2017-07-26,4,18,252.0,243.07074,2250.17352
2017-07-20,2,25,205.0,194.0307,2248.7065000000007
2017-08-12,32,10,153.0,138.31543,2246.739210000001
2017-08-08,14,29,101.0,78.76013,2246.2268699999995
2017-08-04,11,25,451.0,446.01996,2245.998039999988
2017-07-29,18,24,130.644,113.453835,2245.791916260001
2017-08-01,54,24,72.666,41.76127,2245.7231101799994
2017-08-02,53,25,310.0,302.75717,2245.277300000008
2017-08-12,38,31,48.0,1.2414756,2244.4091712
2017-07-28,10,10,65.0,30.477558,2243.95873
2017-07-28,8,13,76.0,46.494247,2242.437228
2017-07-27,53,28,163.346,149.61873,2242.294645420001
2017-07-21,4,22,142.0,126.21547,2241.4032600000005
2017-07-21,18,5,506.0,501.57062,2241.2662799999903
2017-07-25,17,18,259.0,250.35283,2239.617029999997
2017-07-27,28,11,76.96,47.905838,2236.008307519999
2017-08-10,30,24,140.068,124.10998,2235.2079453600027
2017-07-30,22,24,111.591995,91.57887,2233.3045449343754
2017-08-12,22,10,66.0,32.26277,2226.6571799999997
2017-08-08,34,9,209.011,198.3595,2226.2806665
2017-08-07,46,10,156.0,141.73227,2225.76588
2017-08-02,14,28,100.704,78.61187,2224.7658595199996
2017-07-29,26,25,147.0,131.87424,2223.486720000002
2017-08-14,20,18,341.0,334.48022,2223.2449800000086
2017-07-23,47,19,76.0,46.753475,2222.7358999999997
2017-08-03,31,28,139.212,123.252625,2221.736512499999
2017-07-21,19,24,130.855,113.88052,2221.195580399998
2017-08-07,5,25,268.0,259.726,2217.4320000000002
2017-07-28,7,18,255.0,246.31389,2214.9580500000034
2017-07-28,13,22,79.0,50.996925,2212.242925
2017-08-03,43,29,150.172,135.45059,2210.7435825199987
2017-08-09,38,15,67.0,34.122974,2202.760742
2017-08-09,51,18,291.0,283.43195,2202.302550000008
2017-07-26,8,11,166.181,152.932,2201.7320690000042
2017-07-29,46,32,87.796005,62.726627,2200.991236234889
2017-07-19,17,11,100.0,78.02372,2197.628
2017-07-26,36,18,160.0,146.28111,2195.022399999998
2017-07-30,27,29,130.802,114.041214,2192.344330371999
2017-07-30,18,24,145.839,130.812,2191.522652999998
2017-08-03,41,11,141.794,126.35201,2189.5815300600007
2017-08-08,33,9,179.0,166.76794,2189.538739999998
2017-07-21,46,29,133.712,117.355774,2187.023690911999
2017-08-01,6,16,77.0,48.60417,2186.47891
2017-08-12,27,24,311.732,304.71927,2186.0923483600104
2017-08-08,41,9,180.851,168.7648,2185.8013561999983
2017-07-19,21,24,115.129,96.14857,2185.19792547
2017-07-29,52,15,79.0,51.348694,2184.4531739999998
2017-07-19,12,29,59.0,21.980951,2184.1238909999997
2017-07-23,46,19,73.0,43.083008,2183.940416
2017-08-11,45,20,69.0,37.36126,2183.0730599999997
2017-08-12,35,11,120.0,101.82828,2180.606399999999
2017-08-05,36,20,60.0,23.668152,2179.91088
2017-08-15,39,9,204.459,193.79816,2179.7046855600015
2017-08-05,18,22,113.0,93.71634,2179.05358
2017-07-29,5,24,253.926,245.34885,2177.9613908999972
2017-08-09,8,29,144.043,128.94609,2174.604207130001
2017-07-27,7,18,227.0,217.42935,2172.53755
2017-07-19,7,11,212.0,201.75696,2171.524480000002
2017-08-06,3,19,82.0,55.524452,2170.994936
2017-08-12,42,20,66.0,33.141228,2168.678952
2017-08-03,30,24,167.655,154.72363,2168.008837349998
2017-07-29,38,22,166.0,152.94861,2166.5307399999997
2017-08-08,20,11,78.0,50.22765,2166.2433
2017-08-10,44,13,102.0,80.7738,2165.0724000000005
2017-07-20,22,9,157.0,143.21051,2164.94993
2017-08-09,33,18,184.0,172.23973,2163.8896799999984
2017-07-26,42,24,231.58,222.24068,2162.7997256000035
2017-07-19,43,9,234.883,225.67548,2162.689920160004
2017-08-09,51,15,60.0,23.972145,2161.6713
2017-07-27,29,25,174.0,161.61934,2154.234840000001
2017-08-14,6,29,96.745,74.48596,2153.4508248
2017-07-29,43,11,123.0,105.49968,2152.53936
2017-08-15,41,10,122.0,104.35693,2152.4545399999993
2017-07-27,9,29,92.337,69.04221,2150.9710242300007
2017-07-28,47,25,635.0,631.61566,2149.0558999999694
2017-08-11,26,25,110.0,90.47563,2147.6807000000003
2017-08-14,48,10,116.0,97.48734,2147.46856
2017-07-22,3,19,78.0,50.47225,2147.1645
2017-07-26,2,29,121.285,103.60016,2144.905819399999
2017-07-26,29,18,194.0,182.94724,2144.2354400000013
2017-08-08,40,24,146.442,131.80913,2142.8667485399997
2017-08-14,37,29,82.651,56.729847,2142.4092166029995
2017-07-23,38,10,144.0,129.13344,2140.784639999999
2017-07-24,54,18,235.0,225.9132,2135.3980000000024
2017-08-01,52,10,221.0,211.36145,2130.119550000002
2017-07-26,44,11,407.07,401.83835,2129.647765500001
2017-08-14,37,18,196.0,185.13914,2128.7285600000005
2017-08-11,47,20,66.0,33.750336,2128.477824
2017-08-08,49,6,55.0,16.315472,2127.6490400000002
2017-08-06,14,24,235.661,226.63367,2127.3896151300014
2017-08-13,23,9,133.727,117.821335,2127.016863455
2017-08-03,16,28,89.392,65.60013,2126.80284304
2017-07-20,12,10,84.0,58.727345,2122.90302
2017-07-29,27,20,72.0,42.53312,2121.6153600000002
2017-07-24,49,16,74.0,45.363464,2119.1036639999998
2017-07-27,45,24,786.96,784.2698,2117.0797920000036
2017-07-27,5,29,68.181,37.14114,2116.3286946599997
2017-07-21,47,11,300.59702,293.557,2116.2090327403907
2017-07-27,43,9,214.831,204.98943,2114.274324669998
2017-08-08,15,24,139.346,124.17709,2113.7269328599996
2017-08-15,22,8,289.0,281.69232,2111.9195200000013
2017-08-10,30,9,103.0,82.49699,2111.8100300000006
2017-08-10,44,15,109.0,89.651115,2109.0284649999994
2017-08-10,42,28,190.284,179.20126,2108.86809816
2017-07-24,6,10,190.0,178.90517,2108.0177000000003
2017-08-01,51,10,363.0,357.19485,2107.2694500000093
2017-08-01,3,32,94.229004,71.87279,2106.603778430857
2017-07-28,2,22,128.0,111.5474,2105.9328000000005
2017-07-28,35,28,87.649,63.652473,2103.271595023
2017-07-19,51,29,138.022,122.78894,2102.497407319999
2017-07-26,53,9,203.535,193.20924,2101.6535616000006
2017-08-14,11,8,603.0,599.52515,2095.3345499999677
2017-07-28,32,30,175.429,163.49019,2094.4134994899982
2017-08-02,32,25,124.0,107.11005,2094.3538
2017-07-24,8,20,61.0,26.687695,2093.050605
2017-08-11,54,10,80.0,53.85643,2091.4856
2017-08-08,40,25,316.0,309.391,2088.443999999994
2017-07-29,24,28,607.175,603.7367,2087.649802499947
2017-07-21,13,18,126.0,109.435905,2087.0759699999994
2017-08-10,24,13,62.0,28.353973,2086.0536740000002
2017-08-02,4,11,106.0,86.34185,2083.763900000001
2017-08-09,7,28,607.70703,604.2783,2083.663324971953
2017-08-09,34,10,112.0,93.39992,2083.208960000001
2017-08-11,25,15,61.0,26.850641,2083.1108990000002
2017-07-24,52,10,218.0,208.44492,2083.0074400000008
2017-08-10,43,25,262.0,254.0512,2082.5856000000013
2017-08-05,47,29,304.268,297.43314,2079.6291824799973
2017-07-30,8,5,929.553,927.316,2079.4100609999687
2017-07-22,49,29,284.648,277.35748,2075.2319369600045
2017-08-01,27,10,272.0,264.3715,2074.951999999993
2017-08-04,49,20,62.0,28.541603,2074.420614
2017-07-26,25,16,54.0,15.60504,2073.32784
2017-07-19,1,18,221.0,211.62,2072.979999999999
2017-08-09,21,11,90.0,66.98384,2071.4544
2017-08-14,25,10,138.0,123.009636,2068.670232
2017-08-01,3,29,266.688,258.95132,2063.279715839994
2017-07-20,15,11,81.189,55.776867,2063.185666136999
2017-07-28,40,22,67.0,36.22566,2061.88078
2017-07-25,44,13,102.0,81.801994,2060.1966120000006
2017-08-15,18,29,71.548996,42.764095,2059.5307665093965
2017-08-02,9,11,120.0,102.85657,2057.2115999999996
2017-08-09,12,5,181.0,169.64447,2055.350929999998
2017-07-30,51,29,168.103,155.88281,2054.2505995700003
2017-08-07,11,29,85.0,60.837612,2053.80298
2017-08-05,51,13,80.0,54.32775,2053.7799999999997
2017-08-10,27,25,186.0,174.95972,2053.492079999999
2017-08-10,3,29,197.133,186.72272,2052.20972724
2017-08-14,1,22,100.0,79.51576,2048.424
2017-08-10,53,15,60.0,25.867094,2047.97436
2017-08-03,25,10,111.0,92.55455,2047.4449499999994
2017-07-28,13,24,168.237,156.07204,2046.5963755200012
2017-08-11,41,22,140.0,125.38665,2045.8689999999997
2017-08-11,53,18,169.0,156.90933,2043.3232299999981
2017-08-09,7,22,130.0,114.28415,2043.0605000000005
2017-08-13,14,22,46.0,1.589482,2042.8838280000002
2017-07-31,7,25,291.0,283.98196,2042.2496399999957
2017-07-28,1,8,711.0,708.12836,2041.7360399999693
2017-08-10,30,5,148.0,134.2065,2041.4379999999992
2017-08-15,6,29,102.341995,82.395805,2041.3328772490502
2017-08-07,15,28,118.066,100.81727,2036.488556180001
2017-07-24,1,29,80.93,55.776875,2035.642406250001
2017-07-28,14,25,221.0,211.79034,2035.3348600000031
2017-08-08,48,13,56.0,19.65935,2035.0764
2017-07-22,13,5,128.0,112.13127,2031.19744
2017-08-10,14,9,207.0,197.19135,2030.39055
2017-08-04,21,24,110.325005,91.924225,2030.0661455038999
2017-08-01,5,10,99.0,78.49741,2029.7564099999997
2017-07-19,42,9,164.303,151.95242,2029.2373457400013
2017-07-20,37,11,142.0,127.71267,2028.8008599999996
2017-07-27,1,24,269.968,262.4541,2028.5125552000095
2017-08-01,17,11,112.0,93.90243,2026.9278400000005
2017-08-03,20,11,86.0,62.439186,2026.230004
2017-08-10,5,11,95.907,74.7946,2024.8269467999994
2017-08-07,39,25,335.0,328.963,2022.3949999999925
2017-07-31,15,5,195.0,184.6342,2021.3310000000015
2017-08-15,24,18,239.0,230.54414,2020.9505400000003
2017-08-02,35,18,125.0,108.849556,2018.805499999999
2017-08-10,20,18,280.0,272.7932,2017.9039999999964
2017-08-14,46,10,149.0,135.47372,2015.415720000002
2017-07-28,3,32,121.465,104.87384,2015.2452494000004
2017-08-06,3,29,327.892,321.74866,2014.3520392800076
2017-07-21,12,25,133.0,117.854645,2014.3322149999995
2017-08-12,11,22,91.0,68.86545,2014.2440500000005
2017-08-04,34,11,83.361,59.206734,2013.5237680260007
2017-07-19,11,10,227.0,218.13887,2011.4765100000006
2017-07-25,3,10,416.0,411.16858,2009.8707199999917
2017-08-09,25,11,96.649,75.85402,2009.8140220199996
2017-08-08,33,5,238.0,229.56708,2007.034959999999
2017-07-23,3,19,94.0,72.65097,2006.80882
2017-07-31,14,29,99.0,78.73912,2005.82712
2017-08-11,39,29,74.094,47.033546,2005.0172786759993
2017-07-20,29,25,176.0,164.61406,2003.925440000001
2017-08-08,4,10,132.0,116.828636,2002.6200479999995
2017-08-13,40,24,154.804,141.87808,2000.9841196799987
2017-07-27,5,18,211.0,201.53366,1997.3977400000006
2017-08-11,24,22,137.0,122.42298,1997.0517400000006
2017-08-13,5,25,269.0,261.57962,1996.0822200000061
2017-08-12,53,28,223.098,214.1557,1995.009245400004
2017-07-22,26,18,104.0,84.82454,1994.24784
2017-08-15,12,29,61.0,28.32228,1993.34092
2017-07-22,50,29,105.448,86.54755,1993.014651599999
2017-08-05,44,15,132.0,116.90151,1993.0006799999996
2017-07-28,13,11,57.0,22.063927,1991.356161
2017-07-22,54,29,87.0,64.12867,1989.80571
2017-07-28,50,22,187.0,176.38055,1985.83715
2017-07-27,2,28,341.991,336.1877,1984.6763702999926
2017-08-03,2,28,399.105,394.1353,1983.4321185000183
2017-08-07,47,16,88.0,65.47253,1982.4173599999995
2017-08-08,6,11,139.749,125.56712,1981.903548119999
2017-08-11,29,11,99.0,78.995056,1980.4894559999996
2017-08-10,8,24,368.729,363.35968,1979.8239942799848
2017-07-25,15,5,165.0,153.00171,1979.7178499999995
2017-07-22,2,22,182.0,171.12553,1979.1535400000005
2017-07-21,17,10,184.0,173.25316,1977.4185599999985
2017-08-11,20,29,89.261,67.11581,1976.70180459
2017-07-23,34,24,174.456,163.13281,1975.3984346399968
2017-07-21,1,13,62.0,30.158508,1974.172504
2017-08-10,28,22,76.0,50.02799,1973.8727599999997
2017-07-30,38,10,142.0,128.10355,1973.2958999999983
2017-07-26,19,13,76.0,50.03735,1973.1613999999997
2017-07-25,34,10,137.0,122.60281,1972.4150299999992
2017-07-27,21,28,138.372,124.11971,1972.1178718800024
2017-07-27,28,28,157.173,144.63052,1971.3392090400018
2017-07-26,45,11,244.251,236.18155,1970.9712319500043
2017-08-01,26,25,250.0,242.11737,1970.6575000000016
2017-07-21,45,13,178.0,166.93062,1970.3496399999992
2017-07-31,35,9,121.0,104.71909,1969.9901100000006
2017-08-09,7,9,172.702,161.29523,1969.971992539999
2017-08-06,8,13,66.0,36.15232,1969.9468799999997
2017-08-07,44,20,52.0,14.123497,1969.578156
2017-08-02,31,29,89.888,67.97682,1969.5521478400003
2017-07-29,33,9,221.0,212.09338,1968.363020000001
2017-08-08,36,28,135.302,120.76647,1966.686280059999
2017-08-11,15,8,269.0,261.68942,1966.5460200000043
2017-08-13,15,10,95.0,74.3002,1966.4809999999995
2017-07-28,29,18,210.0,200.64001,1965.5979000000023
2017-08-02,13,30,208.427,199.00348,1964.1160030399992
2017-08-15,34,9,219.528,210.59377,1961.3136434399967
2017-07-31,32,25,116.0,99.1035,1959.9940000000004
2017-08-11,44,16,124.0,108.20783,1958.2290799999998
2017-07-30,40,22,54.0,17.73739,1958.1809399999997
2017-08-08,6,29,89.618,67.7769,1957.3556997999997
2017-08-06,15,28,107.058,88.789856,1955.750960352001
2017-08-05,7,29,141.537,127.7681,1948.8087993000004
2017-08-15,14,9,256.0,248.39206,1947.6326400000034
2017-08-06,33,9,206.0,196.55397,1945.8821800000014
2017-08-03,21,11,81.0,56.99972,1944.0226799999998
2017-07-24,49,18,528.0,524.31836,1943.9059200000083
2017-07-30,48,15,72.0,45.028706,1941.933168
2017-08-11,16,22,69.0,40.88895,1939.6624499999998
2017-08-10,19,10,65.0,35.16678,1939.1592999999998
2017-08-10,48,13,57.0,23.02867,1936.3658099999998
2017-08-08,8,18,302.0,295.59024,1935.7475200000017
2017-08-08,15,28,124.954,109.46416,1935.5174673599981
2017-07-29,5,28,258.819,251.36205,1930.0003420500018
2017-07-20,52,18,310.0,303.77435,1929.9514999999917
2017-08-05,21,29,199.019,189.33507,1927.2860646700008
2017-07-30,2,28,574.418,571.0639,1926.6554138000097
2017-07-29,37,10,163.0,151.19838,1923.6640600000023
2017-08-07,24,10,234.0,225.78348,1922.6656800000005
2017-08-03,35,28,71.231,44.247143,1922.0871179669994
2017-07-19,25,18,104.0,85.53241,1920.6293600000001
2017-08-05,29,18,289.0,282.36035,1918.858850000005
2017-07-27,37,18,245.0,237.1681,1918.8154999999977
2017-07-27,31,28,137.18,123.1935,1918.668070000001
2017-08-01,42,18,299.0,292.5861,1917.7561000000037
2017-07-24,50,10,132.0,117.478386,1916.853048
2017-07-30,18,29,75.409,50.00762,1915.4926644200004
2017-07-28,22,29,58.0,24.97467,1915.4691399999997
2017-08-05,5,29,81.976,58.609825,1915.4655618
2017-07-22,16,24,75.467,50.110428,1913.5844191239999
2017-08-15,17,25,262.0,254.70036,1912.505680000003
2017-07-27,31,5,394.0,389.1462,1912.3971999999915
2017-07-21,52,16,73.0,46.81006,1911.86562
2017-07-29,34,25,280.0,273.17902,1909.8744000000056
2017-07-25,5,18,234.0,225.84926,1907.2731600000031
2017-08-08,15,5,147.0,134.02568,1907.225040000001
2017-08-13,19,22,58.0,25.142584,1905.7301280000001
2017-07-22,16,9,172.0,160.92476,1904.9412800000014
2017-07-23,42,24,271.057,264.03152,1904.3055323600045
2017-08-14,7,11,186.0,175.77275,1902.2684999999997
2017-08-07,51,29,114.0,97.31446,1902.1515600000002
2017-07-29,12,9,224.0,215.52077,1899.3475200000003
2017-07-28,52,20,82.0,58.8473,1898.5214000000003
2017-08-02,30,10,111.0,93.972244,1890.0809159999997
2017-08-11,30,11,72.0,45.771618,1888.4435040000003
2017-07-20,25,18,111.0,94.00487,1886.4594300000003
2017-08-11,3,15,87.0,65.32094,1886.0782200000006
2017-07-27,37,11,133.336,119.19151,1885.9697186400026
2017-08-10,40,11,72.514,46.509117,1885.7180858619993
2017-08-11,30,25,91.0,70.30081,1883.6262900000002
2017-08-12,17,18,285.0,278.39603,1882.1314500000012
2017-08-09,15,5,145.0,132.02112,1881.9376000000007
2017-08-01,9,16,62.0,31.700535,1878.56683
2017-08-10,37,10,119.0,103.22439,1877.2975900000001
2017-08-05,5,22,117.0,100.97024,1875.4819199999995
2017-08-09,34,9,199.123,189.7072,1874.902343399998
2017-08-13,1,8,266.0,258.95428,1874.1615200000047
2017-08-08,13,18,142.0,128.82164,1871.3271199999997
2017-08-08,52,8,994.0,992.1177,1871.0061999999866
2017-08-08,21,29,153.516,141.34033,1869.1601557199995
2017-08-14,36,28,116.646,100.63724,1867.3578189599993
2017-08-04,3,23,55.0,21.048897,1867.3106650000002
2017-08-07,37,10,129.0,114.52807,1866.87897
2017-07-30,3,32,106.443,88.90556,1866.7377259200005
2017-07-27,4,25,197.0,187.53441,1864.7212299999983
2017-08-11,35,18,103.0,84.89935,1864.36695
2017-07-21,50,22,186.0,175.9778,1864.1291999999996
2017-07-27,28,5,451.0,446.86758,1863.7214200000112
2017-07-25,34,25,234.0,226.03615,1863.5409000000018
2017-07-21,50,11,194.0,184.3968,1863.0207999999975
2017-08-02,53,10,106.0,88.43899,1861.4670599999995
2017-07-26,23,9,136.859,123.2661,1860.310701100002
2017-08-01,46,13,87.0,65.64074,1858.2556200000006
2017-07-22,7,29,159.526,147.87958,1857.9067969200012
2017-08-09,54,18,172.0,161.20953,1855.9608399999997
2017-07-29,41,11,221.747,213.37871,1855.6432026300006
2017-08-02,40,22,59.0,27.551144,1855.482504
2017-08-12,19,13,50.0,12.904533,1854.77335
2017-07-20,23,18,140.0,126.761925,1853.3304999999993
2017-07-25,7,25,239.0,231.25096,1852.020560000002
2017-07-30,51,32,75.666,51.22157,1849.6122403799998
2017-08-05,17,22,110.0,93.18573,1849.5696999999993
2017-07-21,51,24,1137.709,1136.084,1848.777125
2017-07-28,18,25,133.0,119.1098,1847.3965999999991
2017-08-05,32,22,89.0,68.26447,1845.4621699999998
2017-07-26,25,28,165.2,154.03647,1844.2151559999966
2017-08-15,15,9,255.0,247.7686,1844.0070000000019
2017-07-26,15,10,95.0,75.598076,1843.1827799999994
2017-07-29,4,10,171.0,160.22585,1842.3796499999985
2017-07-23,44,29,381.697,376.8724,1841.5353461999905
2017-08-09,30,8,304.0,297.95132,1838.798719999997
2017-07-22,23,11,119.341,103.9431,1837.600783899999
2017-08-06,43,5,784.0,781.65753,1836.496480000038
2017-08-01,54,29,114.0,97.89151,1836.3678600000003
2017-07-26,53,29,94.031,74.51054,1835.5283742600002
2017-08-01,13,24,212.937,204.32047,1834.7780486100025
2017-07-22,14,11,91.0,70.8477,1833.8592999999996
2017-07-28,12,25,139.0,125.80811,1833.67271
2017-08-12,11,11,138.0,124.73448,1830.6417599999993
2017-08-15,14,29,107.0,89.89369,1830.3751699999993
2017-08-11,7,18,179.0,168.78706,1828.1162600000007
2017-07-19,32,8,202.0,192.96178,1825.7204399999991
2017-07-29,31,29,87.0,66.031,1824.3029999999994
2017-08-13,41,11,187.974,178.27222,1823.6823937199972
2017-08-11,40,25,254.0,246.82103,1823.4583799999982
2017-08-02,34,15,66.0,38.391582,1822.155588
2017-08-14,12,9,210.0,201.32312,1822.1448000000023
2017-07-30,35,5,141.0,128.085,1821.014999999999
2017-08-09,5,24,200.516,191.43713,1820.4586969199988
2017-07-24,37,9,174.922,164.51947,1819.6313526599972
2017-07-21,3,29,273.543,266.89178,1819.3946724600064
2017-07-20,51,9,207.78,199.02461,1819.1949342000012
2017-07-22,7,9,197.61,188.40707,1818.5909973000018
2017-07-19,53,11,115.611,99.88301,1818.3286518900006
2017-08-15,20,28,273.341,266.69244,1817.3240389600087
2017-08-11,9,25,373.0,368.1294,1816.733800000009
2017-07-28,24,10,278.0,271.474,1814.2280000000028
2017-08-05,14,11,91.895004,72.16138,1813.4214564144966
2017-07-22,40,6,47.0,8.433385,1812.630905
2017-08-05,26,11,59.598,29.193995,1812.01788999
2017-08-07,29,24,137.021,123.82338,1808.3510900199979
2017-08-10,3,15,73.0,48.252064,1806.5993280000002
2017-07-21,11,22,74.0,49.5874,1806.5323999999998
2017-08-08,2,9,183.266,173.40944,1806.3723249600002
2017-08-15,20,30,1343.671,1342.3268,1806.162558200001
2017-07-28,44,28,1710.437,1709.382,1804.5110349997199
2017-08-01,3,20,71.0,45.59601,1803.68329
2017-07-24,4,18,262.0,255.1186,1802.9268000000036
2017-08-08,48,11,150.147,138.1394,1802.9051171999993
2017-07-22,48,19,64.0,35.83792,1802.3731200000002
2017-07-23,28,22,76.0,52.287243,1802.1695320000003
2017-07-29,35,24,184.61,174.85225,1801.378227500003
2017-08-09,40,11,70.462,44.92163,1799.6255509400003
2017-07-30,30,25,120.0,105.00341,1799.5907999999997
2017-07-29,1,22,142.0,129.34747,1796.6592600000017
2017-07-19,9,11,85.035,63.910145,1796.3520449249997
2017-08-09,39,9,174.727,164.45088,1795.5156192399986
2017-08-02,18,18,212.0,203.53732,1794.0881600000012
2017-07-30,26,13,58.0,27.07027,1793.92434
2017-08-13,4,10,190.0,180.57236,1791.2515999999994
2017-07-21,40,24,142.894,130.35951,1791.103414060001
2017-07-20,34,18,191.0,181.62643,1790.3518700000002
2017-08-06,25,9,151.512,139.71729,1787.0401015200014
2017-07-24,33,24,272.137,265.5797,1784.4839500999994
2017-08-10,32,9,85.0,64.01689,1783.5643499999996
2017-08-10,5,22,83.0,61.512417,1783.469389
2017-08-11,45,26,53.0,19.354698,1783.201006
2017-08-14,35,10,213.0,204.63617,1781.4957900000015
2017-07-30,37,29,70.195,44.820778,1781.1435132899996
2017-07-19,37,11,126.0,111.8884,1778.0615999999995
2017-07-27,25,25,96.0,77.483444,1777.5893759999994
2017-07-24,46,22,97.0,78.683136,1776.7358079999995
2017-08-10,9,11,110.436,94.35494,1775.927942160001
2017-08-09,5,22,67.0,40.524662,1773.847646
2017-07-21,25,25,115.0,99.58994,1772.1569000000002
2017-07-29,54,11,81.0,59.12851,1771.5906900000002
2017-07-26,14,9,223.0,215.06068,1770.4683600000021
2017-07-29,20,11,176.0,165.94627,1769.4564800000003
2017-07-21,38,22,128.0,114.19305,1767.2896
2017-07-26,2,11,119.194,104.36971,1766.9664222600006
2017-07-30,24,13,57.0,26.013763,1766.2155089999999
2017-07-22,4,11,139.155,126.47165,1764.9515692500006
2017-08-03,42,24,235.004,227.49374,1764.941141039997
2017-07-25,31,28,141.912,129.48409,1763.6695639199997
2017-07-26,5,24,250.261,243.2151,1763.313979899997
2017-07-20,35,28,70.73,45.801884,1763.1656446800002
2017-07-20,24,29,124.882996,110.76659,1762.8990740323775
2017-08-04,5,28,302.71,296.8933,1760.7732569999905
2017-08-13,36,22,105.0,88.24524,1759.2498000000005
2017-07-27,51,20,58.0,27.681656,1758.463952
2017-08-08,42,11,118.084,103.19285,1758.4065565999995
2017-08-07,11,25,469.0,465.2524,1757.6243999999892
